ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M
09,Ciudad de México,012,Tlalpan,0350,Los Tlapancos," 99°11'30.492"" W","19°12'16.271"" N",2870,108,47,61,3,0,3,105,47,58,100,46,54,88,39,49,82,36,46,72,34,38,5,1,4,12,7,5,14,7,7,6,3,3,10,2,8,21,11,10,32,5,1,4
09,Ciudad de México,012,Tlalpan,0351,Carretera al Ajusco II," 99°11'31.425"" W","19°13'56.038"" N",2795,128,65,63,6,3,3,122,62,60,119,60,59,107,52,55,96,48,48,87,45,42,5,3,2,10,7,3,17,7,10,11,4,7,9,3,6,18,8,10,37,12,6,6
09,Ciudad de México,012,Tlalpan,0354,Acazacatongo," 99°12'33.249"" W","19°12'11.994"" N",3056,86,44,42,2,1,1,84,43,41,84,43,41,79,40,39,75,39,36,70,35,35,1,0,1,4,3,1,7,3,4,4,1,3,5,4,1,11,8,3,29,10,4,6
09,Ciudad de México,012,Tlalpan,0355,Acueducto 1ra. Sección," 99°12'46.449"" W","19°12'22.024"" N",3053,35,18,17,0,0,0,35,18,17,35,18,17,31,15,16,30,15,15,27,13,14,0,0,0,4,3,1,4,2,2,1,0,1,3,2,1,2,2,0,11,6,3,3
09,Ciudad de México,012,Tlalpan,0356,El Campo," 99°11'47.948"" W","19°14'35.866"" N",2772,8,3,5,0,0,0,8,3,5,8,3,5,8,3,5,8,3,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,2,1,0,1
09,Ciudad de México,012,Tlalpan,0357,Cuatzontle," 99°11'55.576"" W","19°14'29.224"" N",2815,34,14,20,2,0,2,32,14,18,30,12,18,26,11,15,20,9,11,16,7,9,3,2,1,3,1,2,8,2,6,6,2,4,4,2,2,3,1,2,8,3,1,2
09,Ciudad de México,012,Tlalpan,0358,El Arcoiris," 99°12'48.024"" W","19°12'30.708"" N",3015,190,95,95,4,2,2,186,93,93,179,89,90,160,79,81,148,73,75,132,64,68,10,7,3,16,7,9,22,11,11,12,6,6,16,9,7,27,12,15,56,13,5,8
09,Ciudad de México,012,Tlalpan,0359,Tixtapaltongo (Loma de Ahuayoto)," 99°12'44.077"" W","19°12'06.765"" N",3128,6,4,2,0,0,0,6,4,2,5,3,2,5,3,2,5,3,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0
09,Ciudad de México,012,Tlalpan,0360,Rancho Ahuayoto," 99°12'53.019"" W","19°12'18.790"" N",3081,10,6,4,0,0,0,10,6,4,9,5,4,8,5,3,7,4,3,7,4,3,1,1,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,2,3,2,1
09,Ciudad de México,012,Tlalpan,0361,Oyametonco," 99°13'19.357"" W","19°12'07.891"" N",3188,12,7,5,1,1,0,11,6,5,11,6,5,11,6,5,11,6,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,2
09,Ciudad de México,012,Tlalpan,0373,Ispancolohuia," 99°10'02.874"" W","19°11'04.046"" N",2883,43,23,20,0,0,0,43,23,20,43,23,20,36,19,17,33,18,15,31,16,15,1,0,1,6,4,2,7,3,4,3,1,2,2,2,0,3,1,2,10,6,3,3
09,Ciudad de México,012,Tlalpan,0374,Paraje Tlalmenelolpa," 99°10'14.623"" W","19°11'31.362"" N",2862,89,54,35,2,0,2,87,54,33,84,51,33,77,45,32,72,41,31,70,39,31,5,4,1,5,5,0,8,7,1,5,4,1,2,2,0,13,8,5,30,8,4,4
09,Ciudad de México,012,Tlalpan,0376,Teteocotla," 99°09'39.276"" W","19°10'50.885"" N",2856,234,112,122,11,7,4,223,105,118,217,102,115,187,90,97,173,83,90,157,74,83,12,7,5,24,8,16,29,12,17,14,7,7,16,9,7,38,15,23,66,12,3,9
09,Ciudad de México,012,Tlalpan,0378,Rancho Viejo," 99°14'40.005"" W","19°15'34.909"" N",2842,43,17,26,5,2,3,38,15,23,38,15,23,29,12,17,27,11,16,26,11,15,1,0,1,8,3,5,9,4,5,2,1,1,1,0,1,6,2,4,7,5,1,4
09,Ciudad de México,012,Tlalpan,0381,Ololica (Loloigque)," 99°10'16.515"" W","19°13'00.258"" N",2921,126,64,62,5,3,2,121,61,60,108,56,52,85,45,40,80,42,38,73,36,37,16,7,9,20,9,11,17,6,11,5,3,2,7,6,1,15,10,5,35,8,2,6
09,Ciudad de México,012,Tlalpan,0383,Tepacheras (Kilómetro 31)," 99°10'00.285"" W","19°11'44.113"" N",2802,89,42,47,5,4,1,84,38,46,83,37,46,75,32,43,71,31,40,68,30,38,2,2,0,7,4,3,8,3,5,4,1,3,3,1,2,11,3,8,21,8,3,5
09,Ciudad de México,012,Tlalpan,0390,La Reja," 99°08'33.749"" W","19°10'14.876"" N",2821,50,22,28,2,1,1,48,21,27,46,20,26,38,17,21,36,15,21,35,15,20,3,1,2,7,3,4,8,4,4,2,2,0,1,0,1,5,3,2,11,7,3,4
09,Ciudad de México,012,Tlalpan,0391,Popocotla," 99°09'30.319"" W","19°11'02.793"" N",2785,43,20,23,3,0,3,40,20,20,40,20,20,36,18,18,34,16,18,29,13,16,1,1,0,3,1,2,5,3,2,2,2,0,5,3,2,6,1,5,15,0,0,0
09,Ciudad de México,012,Tlalpan,0392,Colonia Cuauhtenco (Kilómetro 27)," 99°08'51.130"" W","19°13'04.103"" N",2690,43,19,24,3,2,1,40,17,23,40,17,23,35,17,18,35,17,18,32,16,16,0,0,0,5,0,5,3,0,3,0,0,0,3,1,2,5,3,2,10,8,4,4
09,Ciudad de México,012,Tlalpan,0393,Kilómetro 28 Sur," 99°09'06.450"" W","19°12'44.819"" N",2753,311,160,151,13,7,6,298,153,145,283,145,138,244,125,119,220,113,107,208,106,102,18,9,9,36,19,17,49,26,23,24,12,12,12,7,5,33,18,15,88,14,8,6
09,Ciudad de México,012,Tlalpan,0394,Paraje Buenavista," 99°08'43.519"" W","19°12'38.918"" N",2809,160,80,80,11,6,5,149,74,75,141,70,71,117,58,59,111,53,58,103,51,52,12,6,6,20,10,10,20,14,6,6,5,1,8,2,6,22,13,9,43,5,3,2
09,Ciudad de México,012,Tlalpan,0396,Tezontitla," 99°08'58.657"" W","19°12'33.507"" N",2757,853,429,424,35,14,21,815,414,401,789,402,387,705,360,345,658,328,330,609,304,305,37,19,18,73,35,38,95,52,43,47,32,15,49,24,25,99,41,58,233,81,48,33
09,Ciudad de México,012,Tlalpan,0399,Piedra Suelta," 99°13'52.454"" W","19°13'26.257"" N",2990,241,127,114,11,9,2,230,118,112,219,115,104,190,98,92,179,93,86,163,83,80,18,6,12,22,14,8,26,15,11,11,5,6,16,10,6,29,16,13,70,14,9,5
09,Ciudad de México,012,Tlalpan,0410,La Soledad," 99°13'29.857"" W","19°12'16.117"" N",3148,10,3,7,0,0,0,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,1,3
09,Ciudad de México,012,Tlalpan,0416,Tlayelpa," 99°09'06.321"" W","19°11'22.383"" N",2703,106,53,53,2,1,1,104,52,52,101,51,50,85,41,44,77,36,41,69,33,36,4,2,2,15,9,6,19,11,8,8,5,3,8,3,5,17,7,10,32,4,2,2
09,Ciudad de México,012,Tlalpan,0418,Cebadillas," 99°09'57.773"" W","19°11'57.645"" N",2778,54,26,28,3,2,1,51,24,27,48,22,26,40,19,21,38,19,19,34,17,17,4,3,1,7,2,5,5,0,5,2,0,2,4,2,2,9,3,6,16,5,2,3
09,Ciudad de México,012,Tlalpan,0420,El Salitrillo," 99°08'47.255"" W","19°10'36.528"" N",2801,40,18,22,2,1,1,38,17,21,37,17,20,35,16,19,33,14,19,28,14,14,1,0,1,2,1,1,3,3,0,2,2,0,5,0,5,8,4,4,11,2,0,2
09,Ciudad de México,012,Tlalpan,0422,Xoxoctongo," 99°12'40.681"" W","19°12'31.701"" N",2992,41,20,21,0,0,0,41,20,21,41,20,21,37,19,18,33,17,16,29,15,14,1,0,1,3,1,2,6,3,3,4,2,2,4,2,2,6,1,5,15,1,1,0
09,Ciudad de México,012,Tlalpan,0423,La Huerta," 99°10'06.850"" W","19°07'51.289"" N",3033,24,11,13,2,1,1,22,10,12,22,10,12,19,8,11,16,8,8,14,6,8,1,1,0,2,1,1,4,1,3,3,0,3,2,2,0,1,1,0,8,0,0,0
09,Ciudad de México,012,Tlalpan,0426,Pedregal del Xitle," 99°13'09.766"" W","19°14'23.353"" N",2960,35,18,17,1,0,1,34,18,16,33,18,15,26,13,13,24,12,12,22,10,12,1,0,1,7,5,2,7,4,3,2,1,1,2,2,0,1,0,1,10,3,1,2
09,Ciudad de México,012,Tlalpan,0427,Santa Ana," 99°09'55.940"" W","19°13'02.757"" N",2890,69,25,44,1,1,0,68,24,44,66,24,42,56,21,35,52,19,33,48,17,31,3,0,3,9,3,6,11,4,7,4,2,2,4,2,2,7,1,6,13,2,1,1
09,Ciudad de México,012,Tlalpan,0429,El Resumidero," 99°14'20.260"" W","19°15'49.341"" N",2815,172,81,91,5,2,3,167,79,88,164,79,85,150,75,75,143,69,74,132,61,71,4,1,3,13,3,10,17,8,9,7,6,1,11,8,3,16,6,10,52,21,11,10
09,Ciudad de México,012,Tlalpan,0430,Zamora," 99°13'47.430"" W","19°13'02.521"" N",3055,10,6,4,1,1,0,9,5,4,9,5,4,9,5,4,8,4,4,7,4,3,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,3,0,0,0
09,Ciudad de México,012,Tlalpan,0436,Xililimoco," 99°10'11.263"" W","19°12'21.574"" N",2849,141,84,57,10,8,2,131,76,55,127,72,55,108,61,47,101,56,45,94,51,43,4,4,0,19,11,8,22,15,7,7,5,2,7,5,2,12,9,3,43,13,5,8
09,Ciudad de México,012,Tlalpan,0438,Ejido de San Miguel Xicalco," 99°11'32.603"" W","19°13'38.117"" N",2832,19,8,11,2,1,1,17,7,10,17,7,10,13,7,6,13,7,6,13,7,6,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,2,2,0,5,3,1,2
09,Ciudad de México,012,Tlalpan,0439,La Joyita," 99°07'58.466"" W","19°11'38.850"" N",2634,111,56,55,5,1,4,106,55,51,99,52,47,80,41,39,73,37,36,70,35,35,9,4,5,17,10,7,16,10,6,7,4,3,3,2,1,12,7,5,29,6,0,6
09,Ciudad de México,012,Tlalpan,0440,Ayopa," 99°08'05.164"" W","19°11'50.399"" N",2626,91,49,42,3,0,3,88,49,39,86,48,38,70,39,31,59,35,24,52,30,22,4,2,2,14,8,6,21,9,12,11,4,7,7,5,2,6,4,2,27,6,4,2
09,Ciudad de México,012,Tlalpan,9998,Localidades de una vivienda,,,,198,82,116,10,4,6,188,78,110,181,75,106,166,68,98,154,64,90,137,58,79,10,5,5,12,5,7,20,7,13,12,4,8,17,6,11,23,11,12,48,20,6,14
09,Ciudad de México,012,Tlalpan,9999,Localidades de dos viviendas,,,,125,64,61,2,1,1,123,63,60,123,63,60,108,54,54,104,53,51,101,50,51,2,0,2,13,9,4,15,8,7,4,1,3,3,3,0,13,6,7,31,26,11,15
09,Ciudad de México,013,Xochimilco,0001,Xochimilco," 99°06'17.688"" W","19°15'48.463"" N",2237,429481,220393,209088,13256,6562,6694,416016,213725,202291,405296,208393,196903,362861,187561,175300,343395,178048,165347,323487,168269,155218,16402,8077,8325,36753,18087,18666,44257,21641,22616,19466,9513,9953,19908,9779,10129,49696,24658,25038,117212,60013,33209,26804
09,Ciudad de México,013,Xochimilco,0091,Tepemimilco," 99°07'26.164"" W","19°13'33.945"" N",2368,156,83,73,1,1,0,155,82,73,153,81,72,129,72,57,119,66,53,112,61,51,6,2,4,20,8,12,24,11,13,10,6,4,7,5,2,21,9,12,48,14,5,9
09,Ciudad de México,013,Xochimilco,0096,Ixotitla," 99°03'25.182"" W","19°14'13.980"" N",2350,204,99,105,10,6,4,194,93,101,185,87,98,159,77,82,145,69,76,139,68,71,12,7,5,23,9,14,28,11,17,14,8,6,6,1,5,21,11,10,52,18,8,10
09,Ciudad de México,013,Xochimilco,0111,Paraje Lila (El Ladrillo)," 99°04'41.258"" W","19°15'44.344"" N",2230,30,18,12,0,0,0,30,18,12,30,18,12,23,14,9,20,12,8,20,12,8,1,1,0,6,3,3,8,4,4,3,2,1,0,0,0,3,1,2,8,3,2,1
09,Ciudad de México,013,Xochimilco,0113,Zacapa," 99°03'24.863"" W","19°15'30.242"" N",2227,10,8,2,0,0,0,10,8,2,10,8,2,10,8,2,10,8,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,0,0,0
09,Ciudad de México,013,Xochimilco,0118,Barrio San Antonio (Cruz Monte)," 99°02'02.768"" W","19°14'42.259"" N",2396,279,128,151,14,5,9,265,123,142,250,118,132,215,102,113,199,94,105,182,87,95,23,7,16,27,14,13,38,19,19,16,8,8,17,7,10,42,22,20,77,19,11,8
09,Ciudad de México,013,Xochimilco,0134,Ampliación Chalmita," 99°02'58.346"" W","19°14'02.726"" N",2427,613,320,293,25,12,13,588,308,280,564,297,267,497,256,241,457,237,220,425,221,204,34,16,18,57,36,21,82,45,37,40,19,21,32,16,16,86,40,46,185,51,28,23
09,Ciudad de México,013,Xochimilco,0136,Tepexomulco," 99°07'52.743"" W","19°13'53.080"" N",2362,555,282,273,19,11,8,536,271,265,515,261,254,450,225,225,425,211,214,397,196,201,28,17,11,58,29,29,58,31,27,25,14,11,28,15,13,72,33,39,150,40,25,15
09,Ciudad de México,013,Xochimilco,0137,Tlachiultepec de Ahuayucan (Las Malvinas)," 99°06'07.807"" W","19°12'15.657"" N",2590,270,144,126,5,4,1,265,140,125,257,135,122,213,113,100,194,102,92,176,93,83,12,7,5,40,20,20,47,26,21,19,11,8,18,9,9,33,20,13,78,22,10,12
09,Ciudad de México,013,Xochimilco,0138,Tepetitla (Tlacoxpan)," 99°08'31.968"" W","19°14'07.101"" N",2422,102,51,51,1,1,0,101,50,51,98,49,49,84,41,43,80,38,42,71,35,36,5,2,3,12,7,5,11,6,5,4,3,1,9,3,6,15,6,9,29,4,2,2
09,Ciudad de México,013,Xochimilco,0139,Tlacualleli (El Calvario)," 99°04'40.560"" W","19°14'32.173"" N",2302,91,49,42,3,3,0,88,46,42,82,43,39,64,32,32,59,29,30,53,27,26,9,6,3,15,8,7,11,8,3,5,3,2,6,2,4,12,5,7,22,3,3,0
09,Ciudad de México,013,Xochimilco,0140,Tlaltepetla (Tehuistitla)," 99°06'55.232"" W","19°13'28.258"" N",2370,148,79,69,4,1,3,144,78,66,141,76,65,121,62,59,111,57,54,101,50,51,4,3,1,19,13,6,21,11,10,10,5,5,10,7,3,18,7,11,43,9,5,4
09,Ciudad de México,013,Xochimilco,0143,Tlalatlaco," 99°08'37.546"" W","19°13'31.371"" N",2420,105,48,57,4,3,1,101,45,56,101,45,56,82,39,43,78,37,41,70,34,36,1,1,0,18,5,13,16,6,10,4,2,2,8,3,5,6,3,3,30,9,5,4
09,Ciudad de México,013,Xochimilco,0146,Tlatzala (Cuayuca)," 99°04'38.567"" W","19°14'10.176"" N",2421,207,102,105,14,9,5,193,93,100,188,91,97,166,80,86,156,75,81,143,69,74,10,2,8,17,11,6,19,12,7,10,5,5,13,6,7,32,15,17,54,19,9,10
09,Ciudad de México,013,Xochimilco,0151,Tepuente," 99°09'07.648"" W","19°13'42.141"" N",2650,48,23,25,3,2,1,45,21,24,45,21,24,38,19,19,37,18,19,32,16,16,0,0,0,7,2,5,6,2,4,1,1,0,5,2,3,3,0,3,13,4,3,1
09,Ciudad de México,013,Xochimilco,0157,Tipipili," 99°05'04.296"" W","19°14'01.908"" N",2414,709,354,355,42,21,21,667,333,334,643,322,321,547,273,274,513,254,259,473,236,237,36,18,18,84,42,42,99,51,48,34,19,15,40,18,22,110,55,55,195,51,26,25
09,Ciudad de México,013,Xochimilco,0160,Tochuca (San Salvador)," 99°06'09.242"" W","19°12'08.435"" N",2609,370,169,201,9,2,7,361,167,194,355,163,192,317,147,170,299,143,156,274,134,140,12,5,7,32,15,17,40,15,25,18,4,14,25,9,16,51,20,31,104,27,12,15
09,Ciudad de México,013,Xochimilco,0162,Pepelaxtla," 99°06'45.134"" W","19°13'02.172"" N",2411,343,168,175,15,4,11,328,164,164,315,156,159,276,140,136,259,131,128,242,122,120,19,10,9,33,14,19,40,19,21,17,9,8,17,9,8,50,26,24,98,24,14,10
09,Ciudad de México,013,Xochimilco,0163,Tecacalango," 99°06'25.550"" W","19°13'04.335"" N",2424,207,106,101,6,3,3,201,103,98,194,98,96,168,82,86,154,77,77,139,70,69,11,9,2,22,12,10,28,12,16,14,5,9,15,7,8,19,9,10,61,14,6,8
09,Ciudad de México,013,Xochimilco,0164,Tzompole," 99°07'03.750"" W","19°12'14.585"" N",2588,39,19,20,2,2,0,37,17,20,37,17,20,33,15,18,30,14,16,27,13,14,1,1,0,3,1,2,5,2,3,3,1,2,3,1,2,7,2,5,12,2,2,0
09,Ciudad de México,013,Xochimilco,0165,Cacalco (Tepextenco)," 99°07'29.025"" W","19°11'40.128"" N",2635,18,8,10,0,0,0,18,8,10,18,8,10,15,5,10,12,3,9,10,3,7,1,1,0,2,2,0,5,4,1,3,2,1,2,0,2,2,0,2,2,0,0,0
09,Ciudad de México,013,Xochimilco,0169,Apatlaco," 99°05'11.613"" W","19°15'52.819"" N",2230,95,47,48,4,1,3,91,46,45,87,45,42,73,39,34,69,36,33,63,32,31,5,2,3,13,5,8,15,8,7,4,3,1,6,4,2,5,1,4,31,5,2,3
09,Ciudad de México,013,Xochimilco,0172,Paraje de la Ciénega," 99°04'52.998"" W","19°16'46.532"" N",2229,47,21,26,3,0,3,44,21,23,43,20,23,36,16,20,32,15,17,30,14,16,2,2,0,6,3,3,7,4,3,4,1,3,2,1,1,7,3,4,12,5,2,3
09,Ciudad de México,013,Xochimilco,0178,Tlapizatil (Puente de Urrutia)," 99°04'22.284"" W","19°15'43.153"" N",2229,176,86,90,4,1,3,172,85,87,163,82,81,130,66,64,119,59,60,112,54,58,16,6,10,26,13,13,31,17,14,11,7,4,7,5,2,13,7,6,41,18,9,9
09,Ciudad de México,013,Xochimilco,0180,Tepexomulco las Rocas," 99°08'09.838"" W","19°13'42.729"" N",2395,53,25,28,0,0,0,53,25,28,50,25,25,41,21,20,39,20,19,38,19,19,4,1,3,8,3,5,9,4,5,2,1,1,1,1,0,7,4,3,15,8,5,3
09,Ciudad de México,013,Xochimilco,0181,Ocotitla Tepachuxiac," 99°08'30.149"" W","19°13'41.116"" N",2406,271,127,144,11,7,4,260,120,140,249,114,135,221,105,116,212,100,112,199,95,104,16,9,7,23,6,17,21,7,14,9,5,4,13,5,8,45,23,22,72,17,8,9
09,Ciudad de México,013,Xochimilco,0184,Atotle," 99°06'34.179"" W","19°13'06.541"" N",2413,330,172,158,11,6,5,319,166,153,314,163,151,273,146,127,260,141,119,240,132,108,10,5,5,36,15,21,33,14,19,13,5,8,20,9,11,39,16,23,101,27,18,9
09,Ciudad de México,013,Xochimilco,0185,Los Tejocotes," 99°07'06.512"" W","19°12'10.164"" N",2563,31,17,14,0,0,0,31,17,14,30,17,13,27,17,10,27,17,10,24,14,10,2,0,2,2,0,2,1,0,1,0,0,0,3,3,0,8,6,2,15,1,1,0
09,Ciudad de México,013,Xochimilco,0187,Tepepatlaxtle," 99°06'40.284"" W","19°12'08.538"" N",2589,162,86,76,3,2,1,159,84,75,157,83,74,134,70,64,124,65,59,118,61,57,5,1,4,20,13,7,22,13,9,10,5,5,6,4,2,20,10,10,54,10,5,5
09,Ciudad de México,013,Xochimilco,0190,Tixculco," 99°03'16.400"" W","19°13'21.051"" N",2400,42,19,23,1,1,0,41,18,23,41,18,23,37,15,22,36,15,21,34,14,20,0,0,0,4,3,1,4,2,2,1,0,1,2,1,1,8,4,4,12,3,1,2
09,Ciudad de México,013,Xochimilco,0191,Tecoexcontitla," 99°05'06.447"" W","19°12'49.999"" N",2611,263,140,123,9,2,7,254,138,116,245,130,115,207,112,95,197,107,90,188,102,86,15,14,1,32,12,20,30,14,16,10,5,5,9,5,4,33,17,16,78,34,15,19
09,Ciudad de México,013,Xochimilco,0193,El Potrero (Bosques de la Paz)," 99°05'26.170"" W","19°12'40.125"" N",2569,38,20,18,3,1,2,35,19,16,35,19,16,30,16,14,29,16,13,24,11,13,1,0,1,4,3,1,4,3,1,1,0,1,5,5,0,5,1,4,15,0,0,0
09,Ciudad de México,013,Xochimilco,0195,Paraje Tepanyecac," 99°03'05.600"" W","19°13'19.612"" N",2441,58,22,36,1,0,1,57,22,35,56,22,34,49,18,31,45,17,28,40,16,24,1,0,1,7,4,3,11,5,6,4,1,3,5,1,4,10,3,7,13,4,0,4
09,Ciudad de México,013,Xochimilco,0196,Tepepula," 99°07'32.690"" W","19°13'40.973"" N",2380,48,21,27,3,3,0,45,18,27,45,18,27,40,17,23,37,16,21,37,16,21,0,0,0,5,1,4,6,2,4,3,1,2,0,0,0,5,3,2,12,7,3,4
09,Ciudad de México,013,Xochimilco,0197,La Angostura," 99°04'31.824"" W","19°15'43.448"" N",2230,21,9,12,0,0,0,21,9,12,21,9,12,19,8,11,17,8,9,15,7,8,0,0,0,2,1,1,4,1,3,2,0,2,2,1,1,1,1,0,4,5,3,2
09,Ciudad de México,013,Xochimilco,0198,Sihuatlixpa," 99°06'41.704"" W","19°11'56.346"" N",2662,25,13,12,1,0,1,24,13,11,24,13,11,23,13,10,21,12,9,19,11,8,0,0,0,1,0,1,3,1,2,2,1,1,2,1,1,1,1,0,8,3,1,2
09,Ciudad de México,013,Xochimilco,0201,Cuatixi," 99°04'32.454"" W","19°13'36.699"" N",2489,53,24,29,4,1,3,49,23,26,48,23,25,43,21,22,42,20,22,37,18,19,1,0,1,5,2,3,5,3,2,1,1,0,5,2,3,7,4,3,15,7,4,3
09,Ciudad de México,013,Xochimilco,0202,Paraje Zacapa," 99°05'21.911"" W","19°13'02.899"" N",2548,865,439,426,42,20,22,823,419,404,796,398,398,692,350,342,640,321,319,596,299,297,38,27,11,93,42,51,124,59,65,52,29,23,44,22,22,115,57,58,252,58,31,27
09,Ciudad de México,013,Xochimilco,0203,Santa Catarina (Piedra Blanca)," 99°04'47.661"" W","19°12'51.392"" N",2612,54,26,28,3,3,0,51,23,28,50,23,27,43,21,22,39,20,19,37,19,18,3,0,3,5,2,3,9,3,6,4,1,3,2,1,1,6,2,4,14,4,3,1
09,Ciudad de México,013,Xochimilco,0204,Huepaltepec," 99°04'27.811"" W","19°12'54.857"" N",2571,55,27,28,4,1,3,51,26,25,51,26,25,48,26,22,48,26,22,44,23,21,3,0,3,0,0,0,0,0,0,0,0,0,4,3,1,11,8,3,19,3,2,1
09,Ciudad de México,013,Xochimilco,0205,Tecuanatla (Arenal Papanco)," 99°06'28.375"" W","19°13'01.176"" N",2429,137,63,74,1,0,1,136,63,73,132,60,72,118,53,65,109,49,60,103,48,55,7,4,3,11,6,5,15,7,8,9,4,5,6,1,5,18,8,10,37,9,5,4
09,Ciudad de México,013,Xochimilco,0206,Tepepecalachico (Inopilco)," 99°06'27.205"" W","19°12'39.611"" N",2508,19,8,11,1,1,0,18,7,11,17,7,10,16,7,9,15,7,8,14,6,8,1,0,1,1,0,1,2,0,2,1,0,1,1,1,0,1,1,0,3,3,1,2
09,Ciudad de México,013,Xochimilco,0209,Tepeclite," 99°06'21.575"" W","19°12'16.863"" N",2605,40,17,23,0,0,0,40,17,23,40,17,23,37,16,21,34,15,19,34,15,19,0,0,0,3,1,2,6,2,4,3,1,2,0,0,0,10,6,4,14,2,0,2
09,Ciudad de México,013,Xochimilco,0210,Acalipa," 99°07'23.644"" W","19°11'30.392"" N",2691,29,13,16,1,0,1,28,13,15,28,13,15,26,12,14,26,12,14,21,9,12,0,0,0,2,1,1,0,0,0,0,0,0,5,3,2,5,1,4,10,0,0,0
09,Ciudad de México,013,Xochimilco,0213,Ampliación Bugambilias (Nauhtecpan)," 99°08'14.889"" W","19°13'55.937"" N",2388,128,64,64,1,0,1,127,64,63,124,63,61,106,54,52,97,51,46,89,46,43,3,1,2,18,9,9,22,11,11,9,3,6,8,5,3,11,8,3,41,9,4,5
09,Ciudad de México,013,Xochimilco,0214,Tepeyecac (El Arenal)," 99°07'31.470"" W","19°13'49.245"" N",2361,139,69,70,0,0,0,139,69,70,132,64,68,115,55,60,109,52,57,101,48,53,8,6,2,16,8,8,21,10,11,6,3,3,8,4,4,11,6,5,36,20,8,12
09,Ciudad de México,013,Xochimilco,0215,Tepexomulco (Kilómetro 27.8)," 99°07'47.374"" W","19°13'36.279"" N",2515,12,6,6,1,0,1,11,6,5,11,6,5,10,5,5,9,5,4,9,5,4,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2,3,2,1
09,Ciudad de México,013,Xochimilco,0218,Ixcuicuilco," 99°07'02.437"" W","19°13'15.686"" N",2378,43,22,21,1,0,1,42,22,20,40,20,20,31,15,16,31,15,16,31,15,16,2,2,0,9,5,4,6,2,4,0,0,0,0,0,0,5,3,2,11,2,1,1
09,Ciudad de México,013,Xochimilco,0224,Corralón Policía Federal de Caminos," 99°03'16.351"" W","19°14'12.707"" N",2325,14,5,9,0,0,0,14,5,9,13,4,9,11,4,7,11,4,7,10,4,6,1,1,0,2,0,2,1,0,1,0,0,0,1,0,1,1,1,0,4,1,0,1
09,Ciudad de México,013,Xochimilco,0226,Cocopalcuautla," 99°02'46.345"" W","19°13'16.411"" N",2491,71,34,37,3,1,2,68,33,35,66,32,34,62,30,32,55,27,28,53,27,26,3,1,2,3,2,1,9,4,5,7,3,4,2,0,2,7,5,2,21,6,3,3
09,Ciudad de México,013,Xochimilco,0231,Tecanco," 99°04'19.900"" W","19°13'54.548"" N",2418,355,188,167,18,10,8,337,178,159,325,170,155,284,145,139,255,132,123,241,124,117,17,10,7,36,23,13,55,30,25,29,13,16,14,8,6,49,24,25,100,22,14,8
09,Ciudad de México,013,Xochimilco,0232,Atlaxco," 99°04'06.886"" W","19°13'59.768"" N",2362,123,63,60,6,2,4,117,61,56,110,54,56,95,50,45,90,47,43,89,46,43,11,8,3,11,3,8,10,4,6,5,3,2,1,1,0,13,6,7,33,12,5,7
09,Ciudad de México,013,Xochimilco,0234,Barrio Nochicala," 99°02'22.943"" W","19°14'41.385"" N",2379,179,97,82,4,2,2,175,95,80,171,92,79,165,88,77,162,85,77,162,85,77,6,4,2,4,3,1,4,4,0,3,3,0,0,0,0,18,8,10,64,21,11,10
09,Ciudad de México,013,Xochimilco,0236,Camino Real a San Pedro," 99°03'18.810"" W","19°14'01.037"" N",2349,151,82,69,10,2,8,141,80,61,133,74,59,115,65,50,106,57,49,104,56,48,11,7,4,15,8,7,16,12,4,9,8,1,2,1,1,20,10,10,42,16,9,7
